Prompt_ID,Day,Time,ChatGPT_Model,Problem_ID,Problem_Type,Difficulty,Language,Runtime (ms),Memory_Usage (mb),Iteration,Success,Percentile runtime,Percentile memory,Acceptance rate,GitHub_ID,wifi
2,2023-06-26,13.27,GPT4,290. Word Pattern,Hash Table,Easy,Java,0,40.7,1,Yes,100.0%,47.62%,41.6%,290,
2,2023-06-20,20.03,GPT4,"12. Integer to Roman",Hash Table,Medium,Java,5,43.1,1,Yes,78.60%,60.84%,62.4%,12,
2,2023-06-20,20.06,GPT4,49. Group Anagrams,Hash Table,Medium,Java,7,46.9,1,Yes,79.55%,54.84%,66.8%,49,
2,2023-06-20,20.10,GPT4,139. Word Break,Hash Table,Medium,Java,8,43.5,1,Yes,51.80%,30.7%,45.7%,139,
2,2023-06-26,13.33,GPT4,438. Find All Anagrams in a String,Hash Table,Medium,Java,13,44.1,1,Yes,60.60%,36.64%,50.3%,438,
2,2023-06-20,20.13,GPT4,41. First Missing Positive,Hash Table,Hard,Java,1,59.2,1,Yes,100.0%,22.14%,36.9%,41,
2,2023-06-20,20.16,GPT4,632. Smallest Range Covering Elements from K Lists,Hash Table,Hard,Java,40,50.6,1,Yes,57.14%,19.27%,61.3%,632,
2,2023-06-20,20.19,GPT4,"815. Bus Routes",Hash Table,Hard,Java,-,-,1,No,-,-,45.6%,815,
2,2023-06-20,20.23,GPT4,"815. Bus Routes",Hash Table,Hard,Java,54,58.7,2,Yes,77.29%,86.7%,45.6%,815,
2,2023-06-26,13.37,GPT4,745. Prefix and Suffix Search,Hash Table,Hard,Java,893,108.0,1,Yes,5.48%,48.17%,41.1%,745,
,,,,,,,,,,,,,,,,
2,2023-06-20,20.26,GPT4,35. Search Insert Position,Binary Search,Easy,Java,0,43.3,1,Yes,100.0%,35.71%,43.8%,35,
2,2023-06-20,20.29,GPT4,268. Missing Number,Binary Search,Easy,Java,0,43.9,1,Yes,100.0%,53.15%,63.0%,268,
2,2023-06-20,20.28,GPT4,278. First Bad Version,Binary Search,Easy,Java,16,39.5,1,Yes,96.76%,57.8%,43.5%,278,
2,2023-06-26,15.36,GPT4,367. Valid Perfect Square,Binary Search,Easy,Java,0,39.3,1,Yes,100.0%,78.84%,43.4%,367,
2,2023-06-20,20.31,GPT4,162. Find Peak Element,Binary Search,Medium,Java,0,41.7,1,Yes,100.0%,51.40%,45.9%,162,
2,2023-06-21,09.20,GPT4,456. 132 Pattern,Binary Search,Medium,Java,39,63.3,1,Yes,42.76%,34.3%,32.4%,456,
2,2023-06-21,09.24,GPT4,540. Single Element in a Sorted Array,Binary Search,Medium,Java,0,50.0,1,Yes,100.0%,49.31%,59.1%,540,
2,2023-06-26,15.42,GPT4,209. Minimum Size Subarray Sum,Binary Search,Medium,Java,1,53.3,1,Yes,100.0%,70.10%,45.2%,209,
2,2023-06-21,09.27,GPT4,154. Find Minimum in Rotated Sorted Array II,Binary Search,Hard,Java,0,43.7,1,Yes,100.0%,6.64%,43.5%,154,
2,2023-06-21,09.31,GPT4,315. Count of Smaller Numbers After Self,Binary Search,Hard,Java,138,59.4,1,Yes,49.93%,62.84%,42.5%,315,
2,2023-06-21,09.35,GPT4,354. Russian Doll Envelopes,Binary Search,Hard,Java,62,96.2,1,Yes,62.18%,51.84%,37.7%,354,
2,2023-06-26,14.49,GPT4,"352. Data Stream as Disjoint Intervals",Binary Search,Hard,Java,23,44.0,1,Yes,46.71%,14.88%,59.8%,352,
,,,,,,,,,,,,,,,,
2,2023-06-28,10.52,GPT4,70. Climbing Stairs,Dynamic Programming,Easy,Java,0,39.8,1,Yes,100.0%,15.40%,52.2%,70,
2,2023-06-28,10.55,GPT4,338. Counting Bits,Dynamic Programming,Easy,Java,1,46.2,1,Yes,99.66%,97.51%,76.0%,338,
2,2023-06-28,,GPT4,392. Is Subsequence,Dynamic Programming,Easy,Java,,,,,,,47.4%,392,
2,2023-06-26,16.00,GPT4,1025. Divisor Game,Dynamic Programming,Easy,Java,0,39.0,1,Yes,100.0%,92.33%,67.7%,1025,
2,2023-06-28,,GPT4,22. Generate Parentheses,Dynamic Programming,Medium,Java,,,,,,,72.8%,22,
2,2023-06-28,,GPT4,53. Maximum Subarray,Dynamic Programming,Medium,Java,,,,,,,50.2%,53,
2,2023-06-28,,GPT4,91. Decode Ways,Dynamic Programming,Medium,Java,,,,,,,32.9%,91,
2,2023-06-26,16.06,GPT4,"213. House Robber II",Dynamic Programming,Medium,Java,0,40.0,1,Yes,100.0%,66.67%,41.2%,213,
2,2023-06-28,,GPT4,32. Longest Valid Parentheses,Dynamic Programming,Hard,Java,,,,,,,32.9%,32,
2,2023-06-28,,GPT4,44. Wildcard Matching,Dynamic Programming,Hard,Java,,,,,,,27.0%,44,
2,2023-06-28,,GPT4,72. Edit Distance,Dynamic Programming,Hard,Java,,,,,,,54.8%,72,
2,2023-06-26,16.10,GPT4,818. Race Car,Dynamic Programming,Hard,Java,491,99.2,1,Yes,12.36%,9.92%,43.4,818,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
2,2023-06-21,09.37,GPT4,455. Assign Cookies,Greedy,Easy,Java,8,44.2,1,Yes,99.68%,49.71%,49.8%,455,
2,2023-06-21,09.40,GPT4,561. Array Partition,Greedy,Easy,Java,13,45.2,1,Yes,94.70%,45.14%,77.4%,561,
2,2023-06-21,09.43,GPT4,605. Can Place Flowers,Greedy,Easy,Java,1,44.2,1,Yes,99.36%,57.82%,32.0%,605,
2,2023-06-26,16.23,GPT4,942. DI String Match,Greedy,Easy,Java,2,45.2,1,Yes,97.8%,41.80%,77.6%,942,
2,2023-06-21,09.45,GPT4,122. Best Time to Buy and Sell Stock II,Greedy,Medium,Java,1,44.1,1,Yes,94.54%,62.13%,64.2%,122,
2,2023-06-21,09.48,GPT4,134. Gas Station,Greedy,Medium,Java,2,55.6,1,Yes,99.74%,57.32%,46.1%,134,
2,2023-06-21,09.51,GPT4,45. Jump Game II,Greedy,Medium,Java,1,44.7,1,Yes,99.39%,40.96%,40.0%,45,
2,2023-06-26,16.30,GPT4,"397. Integer Replacement",Greedy,Medium,Java,-,-,1,No,-,-,35.2%,397,
2,2023-06-26,16.32,GPT4,"397. Integer Replacement",Greedy,Medium,Java,-,-,2,No,-,-,35.2%,397,
2,2023-06-26,16.34,GPT4,"397. Integer Replacement",Greedy,Medium,Java,1,39.2,3,Yes,49.4%,83.8%,35.2%,397,
2,2023-06-21,09.54,GPT4,"135. Candy",Greedy,Hard,Java,3,43.9,1,Yes,73.80%,41.88%,41.2%,135,
2,2023-06-21,09.56,GPT4,321. Create Maximum Number,Greedy,Hard,Java,10,43.9,1,Yes,68.21%,50.33%,29.2%,321,
2,2023-06-21,09.59,GPT4,420. Strong Password Checker,Greedy,Hard,Java,-,-,1,No,-,-,13.6%,420,
2,2023-06-21,10.02,GPT4,420. Strong Password Checker,Greedy,Hard,Java,0,40.5,2,Yes,100.0%,68.37%,13.6%,420,
2,2023-06-26,16.40,GPT4,"1363. Largest Multiple of Three",Greedy,Hard,Java,-,-,1,No,-,-,33.1%,1363,
2,2023-06-26,16.42,GPT4,"1363. Largest Multiple of Three",Greedy,Hard,Java,-,-,2,No,-,-,33.1%,1363,
2,2023-06-26,16.44,GPT4,"1363. Largest Multiple of Three",Greedy,Hard,Java,-,-,3,No,-,-,33.1%,1363,
,,,,,,,,,,,,,,,,
2,2023-06-21,18.53,GPT4,225. Implement Stack using Queues,Stack,Easy,Java,0,40.3,1,Yes,100.0%,76.57%,"59.2%",225,
2,2023-06-21,18.56,GPT4,496. Next Greater Element I,Stack,Easy,Java,3,43.6,1,Yes,91.31%,35.47%,71.4%,496,
2,2023-06-21,18.59,GPT4,682. Baseball Game,Stack,Easy,Java,3,41.0,1,Yes,83.2%,50.11%,74.6%,682,
2,2023-06-27,12.48,GPT4,20. Valid Parentheses,Stack,Easy,Java,2,40.7,1,Yes,91.73%,44.51%,40.3%,20,
2,2023-06-21,19.01,GPT4,155. Min Stack,Stack,Medium,Java,6,47.0,1,Yes,59.97%,53.7%,52.6%,155,
2,2023-06-21,19.04,GPT4,71. Simplify Path,Stack,Medium,Java,6,43.5,1,Yes,38.31%,46.62%,40.7%,71,
2,2023-06-21,19.08,GPT4,739. Daily Temperatures,Stack,Medium,Java,188,57.8,1,Yes,29.95%,24.12%,66.2%,739,
2,2023-06-27,12.52,GPT4,385. Mini Parser,Stack,Medium,Java,7,44.3,1,Yes,73.59%,58.49%,37.1%,385,
2,2023-06-21,19.11,GPT4,736. Parse Lisp Expression,Stack,Hard,Java,-,-,1,No,-,-,51.5%,736,
2,2023-06-21,19.15,GPT4,736. Parse Lisp Expression,Stack,Hard,Java,-,-,2,No,-,-,51.5%,736,
2,2023-06-21,19.18,GPT4,736. Parse Lisp Expression,Stack,Hard,Java,-,-,3,No,-,-,51.5%,736,
2,2023-06-21,19.22,GPT4,591. Tag Validator,Stack,Hard,Java,2,40.7,1,Yes,76.47%,91.18%,37.3%,591,
2,2023-06-21,19.25,GPT4,726. Number of Atoms,Stack,Hard,Java,-,-,1,No,-,-,52.4%,726,
2,2023-06-21,19.27,GPT4,726. Number of Atoms,Stack,Hard,Java,-,-,2,No,-,-,52.4%,726,
2,2023-06-21,19.33,GPT4,726. Number of Atoms,Stack,Hard,Java,-,-,3,No,-,-,52.4%,726,
2,2023-06-27,12.55,GPT4,895. Maximum Frequency Stack,Stack,Hard,Java,41,55.3,1,Yes,71.76%,39.56%,66.6%,895,
,,,,,,,,,,,,,,,,
2,2023-06-21,19.35,GPT4,232. Implement Queue using Stacks,Queue,Easy,Java,0,40.5,1,Yes,100.0%,65.99%,63.5%,232,
2,2023-06-21,19.37,GPT4,387. First Unique Character in a String,Queue,Easy,Java,8,44.3,1,Yes,81.61%,31.92%,59.8%,387,
2,2023-06-21,19.40,GPT4,933. Number of Recent Calls,Queue,Easy,Java,26,50.1,1,Yes,83.65%,66.98%,73.2%,933,
2,2023-06-27,13.30,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,Java,-,-,1,No,-,-,62.4%,2073,
2,2023-06-27,13.33,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,Java,9,43.1,2,Yes,28.13%,15.75%,62.4%,2073,
2,2023-06-21,19.43,GPT4,341. Flatten Nested List Iterator,Queue,Medium,Java,2,44.9,1,Yes,100.0%,43.26%,61.9%,341,
2,2023-06-21,19.45,GPT4,649. Dota2 Senate,Queue,Medium,Java,12,44.1,1,Yes,77.1%,5.35%,47.9%,649,
2,2023-06-21,19.48,GPT4,918. Maximum Sum Circular Subarray,Queue,Medium,Java,6,49.2,1,Yes,52.84%,49.89%,43.2%,918,
2,2023-06-27,13.38,GPT4,1696. Jump Game VI,Queue,Medium,Java,33,56.1,1,Yes,45.75%,83.66%,45.9%,1696,
2,2023-06-21,19.51,GPT4,862. Shortest Subarray with Sum at Least K,Queue,Hard,Java,36,56.3,1,Yes,77.96%,41.1%,26.0%,862,
2,2023-06-21,19.54,GPT4,1425. Constrained Subsequence Sum,Queue,Hard,Java,46,56.9,1,Yes,55.12%,59.6%,47.7%,1425,
2,2023-06-21,19.59,GPT4,936. Stamping The Sequence,Queue,Hard,Java,8,43.7,1,Yes,33.2%,62.26%,62.8%,936,
2,2023-06-27,13.42,GPT4,Max Value of Equation,Queue,Hard,Java,21,81.1,1,Yes,60.99%,89.69%,45.3%,1499,
,,,,,,,,,,,,,,,,
1,2023-06-28,14.17,GPT4,705. Design HashSet,Array,Easy,C++,95,43.5,1,Yes,71.26%,59.76%,67.3%,705,
1,2023-06-28,14.19,GPT4,18. 4Sum,Array,Medium,C++,-,-,1,No,-,-,35.8%,18,
1,2023-06-28,14.21,GPT4,18. 4Sum,Array,Medium,C++,17,13.1,2,Yes,95.90%,93.58%,35.8%,18,
1,2023-06-28,14.24,GPT4,927. Three Equal Parts,Array,Hard,C++,59,38.8,1,Yes,25.0%,97.79%,39.6%,927,
,,,,,,,,,,,,,,,,
1,2023-06-28,14.28,GPT4,657. Robot Return to Origin,String,Easy,C++,9,8.0,1,Yes,72.80%,42.5%,75.4%,657,
1,2023-06-28,14.33,GPT4,721. Accounts Merge,String,Medium,C++,121,39.0,1,Yes,31.84%,24%,56.4%,721,
1,2023-06-28,14.47,GPT4,691. Stickers to Spell Word,String,Hard,C++,295,9.7,1,Yes,42.32%,80.32%,46.3%,691,
,,,,,,,,,,,,,,,,
1,2023-06-29,10.39,GPT4,349. Intersection of Two Arrays,Sorting,Easy,C++,10,10.7,1,Yes,32.73%,12.32%,71.2%,349,
1,2023-06-29,10.42,GPT4,56. Merge Intervals,Sorting,Medium,C++,41,18.9,1,Yes,72.53%,77.21%,46.3%,56,
1,2023-06-29,10.46,GPT4,719. Find K-th Smallest Pair Distance,Sorting,Hard,C++,13,10.0,1,Yes,78.57%,97.49%,36.9%,719,
,,,,,,,,,,,,,,,,
1,2023-06-29,11.01,GPT4,67. Add Binary,Math,Easy,C++,7,8.3,1,Yes,24.6%,28.58%,52.5%,67,
1,2023-06-29,11.05,GPT4,241. Different Ways to Add Parentheses,Math,Medium,C++,5,12.3,1,Yes,47.12%,8.32%,64.2%,241,
1,2023-06-29,11.11,GPT4,233. Number of Digit One,Math,Hard,C++,0,5.8,1,Yes,100.0%,96.67%,34.0%,233,
,,,,,,,,,,,,,,,,
1,2023-06-29,17.36,GPT4,290. Word Pattern,Hash Table,Easy,C++,0,6.4,1,Yes,100.0%,36.15%,41.6%,290,
1,2023-06-29,17.42,GPT4,438. Find All Anagrams in a String,Hash Table,Medium,C++,13,8.6,1,Yes,81.89%,84.86%,50.3%,438,
1,2023-06-29,17.48,GPT4,745. Prefix and Suffix Search,Hash Table,Hard,C++,-,-,1,No,-,-,41.1%,745,
1,2023-06-29,17.50,GPT4,745. Prefix and Suffix Search,Hash Table,Hard,C++,-,-,2,No,-,-,41.1%,745,
1,2023-06-29,17.52,GPT4,745. Prefix and Suffix Search,Hash Table,Hard,C++,-,-,3,No,-,-,41.1%,745,
,,,,,,,,,,,,,,,,
1,2023-06-29,17.57,GPT4,367. Valid Perfect Square,Binary Search,Easy,C++,3,6,1,Yes,44.3%,11.38%,43.4%,367,
1,2023-06-29,18.01,GPT4,209. Minimum Size Subarray Sum,Binary Search,Medium,C++,53,28.1,1,Yes,12.86%,99.88%,45.3%,209,
1,2023-06-29,18.05,GPT4,"352. Data Stream as Disjoint Intervals",Binary Search,Hard,C++,3,7.5,1,Yes,60.24%,71.33%,59.8%,352,
,,,,,,,,,,,,,,,,
1,2023-06-29,18.11,GPT4,1025. Divisor Game,Dynamic Programming,Easy,C++,0,5.8,1,Yes,100.0%,81.92%,67.7%,1025,
1,2023-06-29,18.18,GPT4,"213. House Robber II",Dynamic Programming,Medium,C++,0,7.7,1,Yes,100.0%,97.15%,41.2%,213,
1,2023-06-29,18.22,GPT4,818. Race Car,Dynamic Programming,Hard,C++,-,-,1,No,-,-,43.4,818,
1,2023-06-29,18.25,GPT4,818. Race Car,Dynamic Programming,Hard,C++,-,-,2,No,-,-,43.4,818,
1,2023-06-29,18.27,GPT4,818. Race Car,Dynamic Programming,Hard,C++,1340,180.1,3,Yes,12.9%,5.94%,43.4,818,
,,,,,,,,,,,,,,,,
1,2023-06-30,09.36,GPT4,942. DI String Match,Greedy,Easy,C++,3,8.8,1,Yes,92.75%,75.29%,77.6%,942,
1,2023-06-30,09.44,GPT4,"397. Integer Replacement",Greedy,Medium,C++,0,9.1,1,Yes,100.0%,27.87%,35.2%,397,
1,2023-06-30,09.50,GPT4,"1363. Largest Multiple of Three",Greedy,Hard,C++,23,19.7,1,Yes,73.41%,40.48%,33.1%,1363,
,,,,,,,,,,,,,,,,
1,2023-06-30,09.56,GPT4,20. Valid Parentheses,Stack,Easy,C++,0,6.3,1,Yes,100.0%,78.97%,40.3%,20,
1,2023-06-30,10.00,GPT4,385. Mini Parser,Stack,Medium,C++,18,11.5,1,Yes,27.85%,88.61%,37.1%,385,
1,2023-06-30,10.04,GPT4,895. Maximum Frequency Stack,Stack,Hard,C++,222,100.2,1,Yes,94.85%,34.1%,66.6%,895,
,,,,,,,,,,,,,,,,
1,2023-06-30,10.12,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,C++,-,-,1,No,-,-,62.4%,2073,
1,2023-06-30,10.14,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,C++,-,-,2,No,-,-,62.4%,2073,
1,2023-06-30,10.16,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,C++,-,-,3,No,-,-,62.4%,2073,
1,2023-06-30,10.31,GPT4,1696. Jump Game VI,Queue,Medium,C++,203,81.8,1,Yes,70.71%,64.93%,45.9%,1696,
1,2023-06-30,10.34,GPT4,Max Value of Equation,Queue,Hard,C++,318,92.2,1,Yes,72.96%,76.82%,45.3%,1499,
,,,,,,,,,,,,,,,,
2,2023-06-28,14.17,GPT4,705. Design HashSet,Array,Easy,C++,83,43.8,1,Yes,92.70%,44.58%,67.3%,705,
2,2023-06-28,14.19,GPT4,18. 4Sum,Array,Medium,C++,-,-,1,No,-,-,35.8%,18,
2,2023-06-28,14.19,GPT4,18. 4Sum,Array,Medium,C++,-,-,2,No,-,-,35.8%,18,
2,2023-06-28,14.19,GPT4,18. 4Sum,Array,Medium,C++,73,13.1,3,Yes,77.50%,93.58%,35.8%,18,
2,2023-06-28,14.24,GPT4,927. Three Equal Parts,Array,Hard,C++,50,39.0,1,Yes,57.35%,55.15%,39.6%,927,
,,,,,,,,,,,,,,,,
2,2023-06-28,15.26,GPT4,657. Robot Return to Origin,String,Easy,C++,10,8.0,1,Yes,54.4%,82.18%,75.4%,657,
2,2023-06-28,15.39,GPT4,721. Accounts Merge,String,Medium,C++,431,46.8,1,Yes,5.42%,10.38%,56.4%,721,
2,2023-06-28,15.42,GPT4,691. Stickers to Spell Word,String,Hard,C++,284,9.8,1,Yes,48.25%,80.32%,46.3%,691,
,,,,,,,,,,,,,,,,
2,2023-06-29,10.39,GPT4,349. Intersection of Two Arrays,Sorting,Easy,C++,7,10.9,1,Yes,62.22%,7.30%,71.2%,349,
2,2023-06-29,10.42,GPT4,56. Merge Intervals,Sorting,Medium,C++,46,19.0,1,Yes,41.70%,77.21%,46.3%,56,
2,2023-06-29,10.46,GPT4,719. Find K-th Smallest Pair Distance,Sorting,Hard,C++,24,10.0,1,Yes,26.19%,97.49%,36.9%,719,
,,,,,,,,,,,,,,,,
2,2023-06-29,11.13,GPT4,67. Add Binary,Math,Easy,C++,7,8.2,1,Yes,24.6%,28.58%,52.5%,67,
2,2023-06-29,11.15,GPT4,241. Different Ways to Add Parentheses,Math,Medium,C++,3,7.2,1,Yes,76.40%,95.92%,64.2%,241,
2,2023-06-29,11.19,GPT4,233. Number of Digit One,Math,Hard,C++,0,5.9,1,Yes,100.0%,63.14%,34.0%,233,
,,,,,,,,,,,,,,,,
2,2023-06-29,17.39,GPT4,290. Word Pattern,Hash Table,Easy,C++,4,6.3,1,Yes,39.68%,91.53%,41.6%,290,
2,2023-06-29,17.44,GPT4,438. Find All Anagrams in a String,Hash Table,Medium,C++,16,8.7,1,Yes,70.77%,54.42%,50.3%,438,
2,2023-06-29,10.10,GPT4,745. Prefix and Suffix Search,Hash Table,Hard,C++,1619,284.3,1,Yes,24.2%,43.70%,41.1%,745,
,,,,,,,,,,,,,,,,
2,2023-06-29,17.59,GPT4,367. Valid Perfect Square,Binary Search,Easy,C++,3,5.8,1,Yes,44.3%,99.36%,43.4%,367,
2,2023-06-29,18.03,GPT4,209. Minimum Size Subarray Sum,Binary Search,Medium,C++,41,28.0,1,Yes,70.40%,100.0%,45.3%,209,
2,2023-06-29,18.07,GPT4,"352. Data Stream as Disjoint Intervals",Binary Search,Hard,C++,0,7.5,1,Yes,100.0,94.22%,59.8%,352,
,,,,,,,,,,,,,,,,
2,2023-06-29,18.15,GPT4,1025. Divisor Game,Dynamic Programming,Easy,C++,0,5.9,1,Yes,100.0%,43.71%,67.7%,1025,
2,2023-06-29,18.20,GPT4,"213. House Robber II",Dynamic Programming,Medium,C++,0,7.6,1,Yes,100.0%,97.15%,41.2%,213,
2,2023-06-29,18.29,GPT4,818. Race Car,Dynamic Programming,Hard,C++,12,6.7,1,Yes,67.62%,74.59%,43.4,818,
,,,,,,,,,,,,,,,,
2,2023-06-30,09.40,GPT4,942. DI String Match,Greedy,Easy,C++,11,8.5,1,Yes,14.89%,82.25%,77.6%,942,
2,2023-06-30,09.46,GPT4,"397. Integer Replacement",Greedy,Medium,C++,6,9.0,1,Yes,23.17%,27.87%,35.2%,397,
2,2023-06-30,09.52,GPT4,"1363. Largest Multiple of Three",Greedy,Hard,C++,45,19.5,1,Yes,19.84%,89.68%,33.1%,1363,
,,,,,,,,,,,,,,,,
2,2023-06-30,09.58,GPT4,20. Valid Parentheses,Stack,Easy,C++,0,6.3,1,Yes,100.0%,78.97%,40.3%,20,
2,2023-06-30,10.02,GPT4,385. Mini Parser,Stack,Medium,C++,13,12.1,1,Yes,55.70%,54.43%,37.1%,385,
2,2023-06-30,10.06,GPT4,895. Maximum Frequency Stack,Stack,Hard,C++,260,99.7,1,Yes,41.78%,62.97%,66.6%,895,
,,,,,,,,,,,,,,,,
2,2023-06-30,10.19,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,C++,-,-,1,No,-,-,62.4%,2073,
2,2023-06-30,10.23,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,C++,-,-,2,No,-,-,62.4%,2073,
2,2023-06-30,10.28,GPT4,2073. Time Needed to Buy Tickets,Queue,Easy,C++,-,-,3,No,-,-,62.4%,2073,
2,2023-06-30,10.32,GPT4,1696. Jump Game VI,Queue,Medium,C++,198,80.8,1,Yes,75.34%,69.75%,45.9%,1696,
2,2023-06-30,10.36,GPT4,Max Value of Equation,Queue,Hard,C++,319,92.1,1,Yes,71.24%,76.82%,45.3%,1499,
